platform,year,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,game_id
PS,1999.0,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63,1131
PS3,2010.0,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.05,1131
PS2,2004.0,Electronic Arts,1.32,0.09,0.0,0.22,1.62,1133
XB,2004.0,Electronic Arts,0.63,0.02,0.0,0.03,0.68,1133
GC,2004.0,Electronic Arts,0.17,0.04,0.0,0.01,0.22,1133
PS2,2005.0,Activision,0.8,0.63,0.01,0.19,1.62,1136
X360,2011.0,Bethesda Softworks,0.82,0.61,0.03,0.15,1.62,1137
PS3,2011.0,Bethesda Softworks,0.47,0.59,0.06,0.21,1.33,1137
PC,2011.0,Bethesda Softworks,0.14,0.18,0.0,0.06,0.37,1137
DS,2006.0,Nintendo,0.99,0.04,0.49,0.1,1.62,1138
GC,2003.0,Nintendo,1.01,0.11,0.45,0.04,1.62,1139
PS,1998.0,Electronic Arts,0.9,0.61,0.0,0.11,1.62,1140
PS2,2002.0,Electronic Arts,0.22,0.17,0.0,0.06,0.45,1140
Wii,2006.0,Nintendo,0.8,0.38,0.3,0.13,1.61,1141
PS2,2004.0,Electronic Arts,0.79,0.62,0.0,0.21,1.61,1142
XB,2004.0,Electronic Arts,0.36,0.11,0.0,0.02,0.48,1142
GC,2004.0,Electronic Arts,0.15,0.04,0.0,0.01,0.2,1142
X360,2013.0,Microsoft Game Studios,0.92,0.53,0.03,0.13,1.61,1143
GB,1998.0,Konami Digital Entertainment,0.0,0.0,1.61,0.01,1.61,1145
GC,2005.0,Nintendo,0.98,0.38,0.2,0.04,1.61,1146
PS2,2005.0,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.61,1147
DS,2007.0,THQ,1.5,0.0,0.0,0.11,1.61,1148
Wii,2007.0,THQ,0.57,0.01,0.0,0.04,0.62,1148
PS2,2007.0,THQ,0.36,0.01,0.0,0.06,0.44,1148
Wii,2008.0,Konami Digital Entertainment,0.95,0.48,0.01,0.15,1.6,1150
DS,2011.0,Activision,0.4,0.99,0.0,0.22,1.6,1151
PS2,2005.0,Take-Two Interactive,1.3,0.23,0.0,0.07,1.6,1152
X360,2008.0,Ubisoft,0.71,0.69,0.02,0.18,1.6,1153
PS3,2008.0,Ubisoft,0.43,0.7,0.01,0.27,1.4,1153
PC,2008.0,Ubisoft,0.01,0.45,0.0,0.03,0.49,1153
N64,1998.0,Video System,0.46,0.96,0.09,0.08,1.6,1154
2600,1981.0,Activision,1.49,0.09,0.0,0.02,1.6,1155
PS,1999.0,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6,1156
DS,2008.0,Square Enix,0.19,0.02,1.36,0.02,1.6,1157
PS4,2016.0,Hello Games,0.58,0.74,0.02,0.26,1.6,1158
PS2,2004.0,Global Star,1.26,0.12,0.0,0.21,1.59,1160
XB,2004.0,Global Star,0.88,0.04,0.0,0.04,0.95,1160
PC,1996.0,Activision,0.01,1.58,0.0,0.0,1.59,1161
PS,1997.0,Electronic Arts,0.29,0.19,0.07,0.04,0.58,1161
PS,1996.0,Sony Computer Entertainment,0.61,0.41,0.46,0.1,1.59,1163
PS3,2008.0,Capcom,0.58,0.46,0.34,0.21,1.59,1164
X360,2008.0,Capcom,0.79,0.34,0.08,0.13,1.35,1164
PS4,2015.0,Capcom,0.01,0.0,0.08,0.0,0.09,1164
PC,2008.0,Capcom,0.01,0.02,0.0,0.01,0.04,1164
X360,2008.0,Ubisoft,0.92,0.44,0.07,0.15,1.59,1167
PS3,2008.0,Ubisoft,0.72,0.41,0.14,0.2,1.47,1167
PS,1999.0,Electronic Arts,0.88,0.6,0.0,0.1,1.59,1169
N64,1999.0,Electronic Arts,0.49,0.03,0.0,0.0,0.53,1169
PS4,2014.0,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58,1170
XOne,2014.0,Bethesda Softworks,0.33,0.28,0.0,0.06,0.67,1170
PS3,2014.0,Bethesda Softworks,0.14,0.25,0.02,0.09,0.51,1170
PC,2014.0,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46,1170
X360,2014.0,Bethesda Softworks,0.18,0.19,0.0,0.04,0.41,1170
Wii,2008.0,Take-Two Interactive,0.87,0.56,0.0,0.15,1.58,1171
DS,2008.0,Activision,0.85,0.58,0.0,0.16,1.58,1172
DS,2008.0,Electronic Arts,0.81,0.6,0.01,0.17,1.58,1173
Wii,2008.0,Electronic Arts,0.71,0.65,0.01,0.17,1.53,1173
PS,2000.0,Sony Computer Entertainment,0.88,0.6,0.0,0.1,1.58,1174
Wii,2009.0,Activision,0.94,0.49,0.0,0.15,1.58,1176
X360,2009.0,Activision,0.65,0.37,0.0,0.11,1.14,1176
PS2,2009.0,Activision,0.28,0.3,0.0,0.54,1.12,1176
PS3,2009.0,Activision,0.53,0.4,0.0,0.17,1.1,1176
DS,2008.0,Disney Interactive Studios,0.64,0.76,0.0,0.17,1.58,1177
3DS,2012.0,Square Enix,0.88,0.26,0.34,0.09,1.58,1178
DS,2007.0,Disney Interactive Studios,1.06,0.37,0.0,0.15,1.58,1179
DS,2009.0,Nintendo,0.58,0.44,0.44,0.12,1.58,1180
GBA,2002.0,Vivendi Games,0.85,0.65,0.0,0.08,1.58,1181
PS2,2001.0,Electronic Arts,0.77,0.6,0.0,0.2,1.57,1183
PS2,2002.0,Gotham Games,0.98,0.53,0.0,0.06,1.57,1184
XB,2002.0,SCi,0.48,0.37,0.0,0.02,0.87,1184
GC,2003.0,SCi,0.06,0.02,0.0,0.0,0.08,1184
GC,2005.0,Nintendo,0.95,0.11,0.46,0.04,1.57,1185
PS3,2012.0,Konami Digital Entertainment,0.18,0.64,0.49,0.25,1.56,1186
X360,2012.0,Konami Digital Entertainment,0.08,0.2,0.0,0.03,0.31,1186
PSP,2012.0,Konami Digital Entertainment,0.0,0.07,0.18,0.03,0.28,1186
3DS,2012.0,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18,1186
Wii,2012.0,Konami Digital Entertainment,0.0,0.03,0.06,0.0,0.1,1186
PC,2012.0,Konami Digital Entertainment,0.0,0.07,0.0,0.01,0.09,1186
PS2,2000.0,Take-Two Interactive,0.77,0.6,0.0,0.2,1.56,1187
GBA,2002.0,Rebellion,0.01,0.0,0.0,0.0,0.01,1187
NES,1988.0,Nintendo,0.59,0.14,0.81,0.02,1.56,1189
PS,1995.0,Sony Computer Entertainment,1.32,0.19,0.0,0.05,1.56,1190
PS4,2016.0,Namco Bandai Games,0.58,0.44,0.33,0.21,1.56,1191
XOne,2016.0,Namco Bandai Games,0.23,0.09,0.0,0.03,0.35,1191
PC,2016.0,Namco Bandai Games,0.0,0.05,0.0,0.0,0.05,1191
SNES,1990.0,Capcom,0.67,0.17,0.69,0.03,1.56,1192
GB,2001.0,Enix Corporation,0.0,0.0,1.56,0.0,1.56,1193
3DS,2014.0,Square Enix,0.0,0.0,0.79,0.0,0.79,1193
GBA,2003.0,Nintendo,0.68,0.38,0.44,0.05,1.56,1194
X360,2010.0,Take-Two Interactive,0.84,0.56,0.0,0.15,1.55,1196
PS3,2010.0,Take-Two Interactive,0.5,0.72,0.04,0.26,1.52,1196
PC,2010.0,Take-Two Interactive,0.17,0.17,0.0,0.06,0.4,1196
PS2,2002.0,Atari,0.76,0.59,0.0,0.2,1.55,1198
GBA,2003.0,Atari,0.03,0.01,0.0,0.0,0.04,1198
XB,2003.0,Ubisoft,0.91,0.57,0.0,0.07,1.55,1199
PS2,2004.0,Ubisoft,0.4,0.31,0.0,0.1,0.81,1199
GC,2004.0,Ubisoft,0.04,0.01,0.0,0.0,0.06,1199
Wii,2008.0,Atari,0.79,0.44,0.19,0.14,1.55,1200
N64,2000.0,Electronic Arts,1.13,0.38,0.02,0.03,1.55,1202
PS,2000.0,Electronic Arts,0.51,0.35,0.0,0.06,0.92,1202
PS,2001.0,Activision,0.57,0.87,0.02,0.09,1.55,1203
PS3,2010.0,LucasArts,0.8,0.53,0.0,0.22,1.55,1205
X360,2010.0,LucasArts,0.95,0.4,0.0,0.12,1.47,1205
Wii,2010.0,LucasArts,0.54,0.19,0.0,0.06,0.8,1205
DS,2010.0,LucasArts,0.18,0.04,0.0,0.02,0.23,1205
PC,2010.0,LucasArts,0.03,0.0,0.0,0.0,0.03,1205
PS3,2011.0,Namco Bandai Games,0.6,0.51,0.21,0.23,1.55,1206
PC,1999.0,Westwood Studios,1.55,0.0,0.0,0.0,1.55,1207
DS,2011.0,Warner Bros. Interactive Entertainment,1.07,0.36,0.0,0.12,1.55,1208
WiiU,2015.0,Nintendo,0.69,0.5,0.24,0.11,1.55,1209
XOne,2013.0,Microsoft Game Studios,1.06,0.35,0.01,0.12,1.54,1210
Wii,2007.0,Capcom,0.68,0.43,0.29,0.14,1.54,1211
3DS,2015.0,Nintendo,0.71,0.22,0.52,0.1,1.54,1212
PS2,2000.0,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54,1213
PC,2003.0,Activision,0.58,0.87,0.0,0.09,1.54,1214
X360,2006.0,Ubisoft,1.4,0.02,0.02,0.1,1.54,1215
XB,2006.0,Ubisoft,0.21,0.11,0.0,0.01,0.33,1215
DS,2008.0,Disney Interactive Studios,0.86,0.52,0.01,0.15,1.54,1216
PS2,2005.0,Electronic Arts,1.26,0.07,0.0,0.21,1.54,1217
XB,2005.0,Electronic Arts,0.7,0.2,0.0,0.03,0.94,1217
GC,2005.0,Electronic Arts,0.25,0.07,0.0,0.01,0.33,1217
PS,1996.0,Fox Interactive,0.85,0.58,0.0,0.1,1.54,1218
PS3,2009.0,Electronic Arts,0.92,0.41,0.0,0.21,1.53,1220
X360,2009.0,Electronic Arts,0.95,0.34,0.0,0.13,1.41,1220
DS,2007.0,Electronic Arts,0.57,0.79,0.0,0.17,1.53,1222
PS2,2007.0,Electronic Arts,0.35,0.03,0.0,1.13,1.51,1222
PSP,2007.0,Electronic Arts,0.24,0.55,0.0,0.31,1.09,1222
X360,2007.0,Electronic Arts,0.54,0.4,0.0,0.11,1.05,1222
Wii,2007.0,Electronic Arts,0.45,0.47,0.0,0.11,1.03,1222
PS3,2007.0,Electronic Arts,0.38,0.37,0.0,0.15,0.91,1222
SNES,1994.0,Acclaim Entertainment,1.19,0.29,0.0,0.05,1.53,1223
GEN,1994.0,Acclaim Entertainment,1.03,0.27,0.0,0.04,1.34,1223
PS,1995.0,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55,1223
PS,1998.0,989 Studios,1.44,0.05,0.0,0.04,1.53,1224
Wii,2009.0,Activision,0.95,0.43,0.0,0.14,1.53,1225
GC,2003.0,Nintendo,1.09,0.15,0.25,0.04,1.53,1227
PS,1997.0,Electronic Arts,0.85,0.58,0.0,0.1,1.53,1228
WiiU,2014.0,Nintendo,0.73,0.52,0.15,0.12,1.52,1229
X360,2011.0,Electronic Arts,0.94,0.45,0.0,0.13,1.52,1230
PS3,2011.0,Electronic Arts,0.73,0.5,0.0,0.21,1.44,1230
PC,2011.0,Electronic Arts,0.13,0.15,0.0,0.05,0.33,1230
PSP,2007.0,Sega,0.44,0.69,0.0,0.39,1.52,1231
PS,1997.0,Electronic Arts,1.07,0.39,0.0,0.06,1.52,1232
PS2,2002.0,Electronic Arts,0.36,0.9,0.0,0.27,1.52,1233
PS,1996.0,Electronic Arts,1.43,0.05,0.0,0.04,1.52,1234
NES,1984.0,Nintendo,0.0,0.0,1.52,0.0,1.52,1235
NES,1984.0,Namco Bandai Games,0.18,0.06,1.27,0.01,1.52,1236
PS,1998.0,Electronic Arts,1.45,0.04,0.0,0.04,1.52,1237
N64,1998.0,Electronic Arts,0.94,0.04,0.0,0.01,0.98,1237
PS,1998.0,Electronic Arts,1.43,0.05,0.0,0.03,1.52,1238
N64,1999.0,Electronic Arts,0.42,0.02,0.0,0.0,0.44,1238
GC,2002.0,Atari,1.11,0.31,0.06,0.04,1.52,1241
PS2,2002.0,Namco Bandai Games,1.26,0.05,0.0,0.21,1.51,1242
XB,2002.0,Namco Bandai Games,0.36,0.11,0.0,0.02,0.49,1242
GC,2002.0,Nintendo,0.28,0.07,0.0,0.01,0.37,1242
GBA,2005.0,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,1242
Wii,2010.0,Sega,0.65,0.71,0.0,0.15,1.51,1244
DS,2010.0,Sega,0.44,0.54,0.0,0.11,1.09,1244
PS3,2010.0,Sega,0.36,0.46,0.0,0.17,0.98,1244
PC,2011.0,Sega,0.02,1.16,0.0,0.34,1.51,1246
PSP,2011.0,Sega,0.0,0.1,0.0,0.04,0.14,1246
3DS,2013.0,GungHo,0.0,0.0,1.51,0.0,1.51,1247
NES,1988.0,Capcom,0.93,0.15,0.42,0.01,1.51,1248
PS,2001.0,Electronic Arts,0.23,1.16,0.0,0.11,1.51,1249
PS,1997.0,Electronic Arts,1.41,0.06,0.0,0.04,1.51,1250
PS3,2011.0,Sony Computer Entertainment,0.64,0.58,0.05,0.23,1.5,1254
PS2,2000.0,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,1255
PC,2010.0,Square Enix,0.86,0.48,0.0,0.17,1.5,1256
PS3,2013.0,Square Enix,0.36,0.33,0.28,0.15,1.12,1256
PS4,2014.0,Square Enix,0.32,0.22,0.08,0.1,0.72,1256
PS,1998.0,Midway Games,1.41,0.05,0.0,0.04,1.5,1257
N64,1998.0,Midway Games,1.02,0.04,0.0,0.01,1.06,1257
PS2,2002.0,THQ,0.49,0.78,0.0,0.23,1.5,1258
XB,2003.0,THQ,0.09,0.03,0.0,0.0,0.12,1258
GC,2003.0,THQ,0.03,0.01,0.0,0.0,0.03,1258
DS,2010.0,Warner Bros. Interactive Entertainment,1.08,0.31,0.0,0.11,1.5,1259
N64,2000.0,THQ,1.2,0.27,0.02,0.02,1.5,1261
NES,1985.0,Nintendo,0.46,0.1,0.92,0.02,1.5,1262
SCD,1993.0,Sega,1.0,0.36,0.09,0.05,1.5,1263
NES,1986.0,Hudson Soft,0.0,0.0,1.5,0.0,1.5,1264
X360,2010.0,Capcom,0.75,0.53,0.09,0.12,1.5,1265
PS3,2010.0,Capcom,0.43,0.57,0.15,0.22,1.38,1265
PC,2010.0,Capcom,0.1,0.02,0.0,0.01,0.14,1265
PS,1998.0,Namco Bandai Games,1.21,0.14,0.1,0.04,1.5,1267
Wii,2009.0,Disney Interactive Studios,1.08,0.28,0.0,0.13,1.49,1268
PS2,2009.0,Disney Interactive Studios,0.1,0.02,0.0,0.22,0.34,1268
PS3,2009.0,Disney Interactive Studios,0.17,0.05,0.0,0.03,0.26,1268
GC,2003.0,Nintendo,0.72,0.38,0.36,0.04,1.49,1269
DS,2008.0,THQ,1.0,0.36,0.0,0.13,1.49,1272
N64,2000.0,Nintendo,0.82,0.36,0.25,0.06,1.49,1273
PS2,2006.0,Sony Computer Entertainment,0.0,1.1,0.0,0.39,1.49,1274
X360,2008.0,Activision,0.82,0.52,0.01,0.14,1.49,1275
PS3,2008.0,Activision,0.43,0.52,0.02,0.2,1.16,1275
Wii,2008.0,Activision,0.3,0.29,0.01,0.07,0.67,1275
PS2,2008.0,Activision,0.17,0.0,0.0,0.26,0.43,1275
DS,2008.0,Activision,0.11,0.01,0.0,0.01,0.14,1275
PC,2008.0,Activision,0.01,0.01,0.0,0.0,0.03,1275
Wii,2009.0,Nintendo,0.37,0.69,0.28,0.14,1.48,1277
DS,2006.0,THQ,0.43,0.88,0.0,0.18,1.48,1278
GC,2006.0,THQ,0.17,0.04,0.0,0.01,0.21,1278
PS2,2006.0,THQ,0.01,0.01,0.0,0.0,0.01,1278
PS2,2006.0,Square Enix,0.47,0.37,0.52,0.12,1.48,1279
NES,1990.0,Nintendo,0.28,0.5,0.65,0.05,1.48,1280
N64,1999.0,THQ,1.2,0.25,0.02,0.02,1.48,1281
GB,1997.0,Nintendo,0.7,0.35,0.39,0.04,1.48,1282
PS2,2005.0,Take-Two Interactive,0.72,0.56,0.0,0.19,1.48,1284
XB,2005.0,Take-Two Interactive,0.52,0.02,0.0,0.02,0.56,1284
PS2,2004.0,Electronic Arts,1.08,0.2,0.0,0.2,1.48,1285
XB,2004.0,Electronic Arts,0.51,0.15,0.0,0.02,0.68,1285
XB,2004.0,Ubisoft,0.82,0.59,0.0,0.07,1.48,1286
PS2,2004.0,Ubisoft,0.52,0.56,0.0,0.17,1.25,1286
GC,2004.0,Ubisoft,0.06,0.02,0.0,0.0,0.08,1286
GBA,2004.0,Ubisoft,0.05,0.02,0.0,0.0,0.06,1286
DS,2007.0,Ubisoft,0.39,0.92,0.0,0.17,1.47,1287
PSV,2012.0,Ubisoft,0.58,0.55,0.06,0.28,1.47,1288
N64,1999.0,Nintendo,0.62,0.18,0.65,0.02,1.47,1290
GB,1999.0,Nintendo,0.0,0.0,0.31,0.0,0.31,1290
GBA,2003.0,THQ,1.04,0.37,0.0,0.06,1.47,1291
PS3,2013.0,Konami Digital Entertainment,0.45,0.4,0.44,0.18,1.47,1293
X360,2013.0,Konami Digital Entertainment,0.29,0.16,0.0,0.04,0.5,1293
Wii,2008.0,Sega,0.78,0.5,0.03,0.15,1.47,1296
DS,2007.0,Disney Interactive Studios,1.15,0.2,0.0,0.12,1.47,1297
PSV,2012.0,Sony Computer Entertainment,0.4,0.72,0.02,0.33,1.47,1298
PS,1998.0,SquareSoft,0.29,0.19,0.89,0.1,1.46,1299
X360,2012.0,Ubisoft,0.93,0.4,0.02,0.12,1.46,1301
PS3,2012.0,Ubisoft,0.41,0.33,0.09,0.12,0.96,1301
PC,2012.0,Ubisoft,0.05,0.1,0.0,0.03,0.18,1301
X360,2008.0,Electronic Arts,0.81,0.46,0.04,0.15,1.46,1302
PS3,2008.0,Electronic Arts,0.76,0.36,0.05,0.18,1.35,1302
PS2,2003.0,Midway Games,0.72,0.56,0.0,0.19,1.46,1303
XB,2003.0,Midway Games,0.33,0.08,0.0,0.01,0.43,1303
GC,2003.0,Midway Games,0.13,0.03,0.0,0.0,0.17,1303
DS,2008.0,THQ,0.46,0.83,0.0,0.17,1.46,1304
Wii,2008.0,THQ,0.51,0.4,0.0,0.11,1.02,1304
PS2,2008.0,THQ,0.21,0.0,0.0,0.54,0.75,1304
PSP,2008.0,THQ,0.29,0.22,0.0,0.14,0.65,1304
X360,2008.0,THQ,0.29,0.26,0.0,0.07,0.62,1304
PS3,2008.0,THQ,0.12,0.21,0.0,0.08,0.4,1304
PC,2008.0,THQ,0.0,0.01,0.0,0.0,0.02,1304
PS,,Unknown Publisher,0.81,0.55,0.0,0.1,1.46,1305
X360,2011.0,THQ,0.83,0.48,0.02,0.12,1.46,1306
PS3,2011.0,THQ,0.32,0.4,0.04,0.15,0.91,1306
PC,2011.0,THQ,0.11,0.1,0.0,0.03,0.24,1306
GC,2001.0,Atari,0.95,0.37,0.1,0.04,1.46,1307
PS,1998.0,GT Interactive,0.81,0.55,0.0,0.1,1.46,1309
N64,1998.0,GT Interactive,0.55,0.17,0.0,0.01,0.73,1309
GC,2005.0,Nintendo,0.93,0.24,0.25,0.04,1.46,1310
PS3,2012.0,Electronic Arts,0.47,0.65,0.06,0.28,1.46,1313
X360,2012.0,Electronic Arts,0.58,0.47,0.01,0.1,1.17,1313
PC,2012.0,Electronic Arts,0.14,0.15,0.0,0.04,0.33,1313
PS,1998.0,THQ,1.17,0.2,0.04,0.05,1.46,1314
PSP,2006.0,Sega,0.53,0.58,0.0,0.35,1.46,1315
PS2,2006.0,Sega,0.0,0.02,0.0,0.12,0.14,1315
3DS,2013.0,Nintendo,0.51,0.75,0.07,0.12,1.46,1316
WiiU,2013.0,Nintendo,0.47,0.4,0.13,0.08,1.08,1316
PS2,2004.0,Capcom,0.37,0.47,0.54,0.07,1.45,1317
PS2,2004.0,Take-Two Interactive,0.71,0.55,0.0,0.19,1.45,1321
XB,2004.0,Take-Two Interactive,0.4,0.12,0.0,0.02,0.55,1321
PC,2011.0,Ubisoft,0.0,1.13,0.0,0.32,1.45,1322
PS2,2003.0,Capcom,0.54,0.35,0.46,0.1,1.45,1323
Wii,2007.0,Electronic Arts,0.53,0.76,0.0,0.16,1.45,1324
GB,1996.0,Namco Bandai Games,0.0,0.0,1.44,0.01,1.45,1325
NES,1984.0,Nintendo,0.0,0.0,1.45,0.0,1.45,1326
SNES,1993.0,Namco Bandai Games,0.0,0.0,1.45,0.0,1.45,1327
GB,1997.0,Namco Bandai Games,0.0,0.0,1.44,0.01,1.45,1328
N64,1999.0,Namco Bandai Games,1.24,0.17,0.03,0.01,1.45,1329
Wii,2008.0,Electronic Arts,0.97,0.34,0.0,0.13,1.45,1330
PS2,2008.0,Electronic Arts,0.28,0.22,0.0,0.07,0.57,1330
DS,2009.0,Electronic Arts,0.01,0.19,0.0,0.02,0.22,1330
DS,2010.0,Square Enix,0.11,0.08,1.24,0.02,1.45,1331
PS2,2005.0,Activision,1.38,0.05,0.0,0.02,1.45,1332
DS,2007.0,Ubisoft,0.37,0.9,0.0,0.18,1.45,1333
Wii,2007.0,Ubisoft,0.46,0.02,0.0,0.04,0.51,1333
DS,2007.0,Rising Star Games,0.79,0.53,0.0,0.13,1.44,1334
PS2,2007.0,Sony Computer Entertainment,0.04,1.08,0.0,0.32,1.44,1335
PSP,2006.0,Sega,0.73,0.42,0.0,0.28,1.44,1336
PC,2013.0,Electronic Arts,0.48,0.77,0.0,0.19,1.44,1337
SNES,1996.0,Nintendo,0.26,0.07,1.09,0.02,1.44,1338
X360,2010.0,Microsoft Game Studios,0.92,0.4,0.0,0.12,1.44,1341
Wii,2006.0,Ubisoft,1.23,0.07,0.02,0.11,1.44,1342
X360,2007.0,Ubisoft,0.18,0.01,0.0,0.02,0.21,1342
DS,2007.0,Ubisoft,0.13,0.01,0.0,0.01,0.15,1342
PC,2006.0,Ubisoft,0.0,0.01,0.0,0.0,0.01,1342
PS2,2004.0,Electronic Arts,1.03,0.32,0.0,0.09,1.44,1344
XB,2004.0,Electronic Arts,0.64,0.18,0.0,0.03,0.85,1344
GC,2004.0,Electronic Arts,0.1,0.03,0.0,0.0,0.14,1344
PC,2004.0,Electronic Arts,0.0,0.01,0.0,0.0,0.01,1344
PS2,2002.0,Electronic Arts,1.16,0.08,0.0,0.19,1.44,1346
XB,2002.0,Electronic Arts,0.39,0.11,0.0,0.02,0.52,1346
GC,2002.0,Electronic Arts,0.16,0.04,0.0,0.01,0.21,1346
PS,1999.0,Hasbro Interactive,0.8,0.54,0.0,0.09,1.43,1347
Wii,2009.0,Activision,0.91,0.39,0.0,0.13,1.43,1349
DS,2009.0,Activision,0.66,0.43,0.0,0.12,1.21,1349
X360,2009.0,Activision,0.62,0.33,0.0,0.09,1.04,1349
PS3,2009.0,Activision,0.47,0.3,0.0,0.13,0.91,1349
PSP,2009.0,Activision,0.21,0.24,0.0,0.14,0.59,1349
PC,2009.0,Activision,0.02,0.03,0.0,0.01,0.05,1349
Wii,2008.0,Electronic Arts,0.81,0.48,0.0,0.14,1.43,1351
GBA,2004.0,Nintendo,0.0,0.0,1.39,0.03,1.43,1353
PS,1999.0,Electronic Arts,0.79,0.54,0.0,0.09,1.43,1354
N64,1999.0,Electronic Arts,0.27,0.01,0.0,0.0,0.28,1354
PS2,2002.0,Activision,0.7,0.54,0.0,0.18,1.42,1356
GBA,2002.0,Activision Value,0.07,0.02,0.0,0.0,0.09,1356
PS3,2010.0,THQ,0.8,0.41,0.02,0.19,1.42,1357
X360,2010.0,THQ,0.9,0.31,0.0,0.11,1.33,1357
PSP,2010.0,THQ,0.11,0.07,0.0,0.04,0.21,1357
PS2,2005.0,Electronic Arts,1.35,0.05,0.0,0.02,1.42,1358
GBA,2004.0,Nintendo,0.89,0.22,0.22,0.1,1.42,1359
PS2,2004.0,Electronic Arts,1.15,0.08,0.0,0.19,1.42,1360
XB,2004.0,Electronic Arts,0.49,0.15,0.0,0.02,0.66,1360
GC,2004.0,Electronic Arts,0.27,0.07,0.0,0.01,0.35,1360
SNES,1994.0,Nintendo,0.57,0.12,0.71,0.02,1.42,1362
NES,1987.0,Namco Bandai Games,0.12,0.0,1.3,0.0,1.42,1363
GC,2002.0,Capcom,0.63,0.38,0.35,0.05,1.42,1365
DS,2009.0,Nintendo,0.0,0.21,1.18,0.03,1.42,1366
X360,2013.0,Warner Bros. Interactive Entertainment,0.97,0.34,0.0,0.11,1.41,1372
PS3,2013.0,Warner Bros. Interactive Entertainment,0.48,0.53,0.01,0.23,1.25,1372
PS4,2013.0,Warner Bros. Interactive Entertainment,0.46,0.29,0.0,0.12,0.87,1372
WiiU,2013.0,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.02,0.2,1372
PSV,2013.0,Warner Bros. Interactive Entertainment,0.11,0.01,0.0,0.02,0.14,1372
PSP,2004.0,Sony Computer Entertainment,0.36,0.45,0.32,0.28,1.41,1375
PS,1994.0,Sony Computer Entertainment,0.0,0.0,0.74,0.05,0.79,1375
PSV,2011.0,Namco Bandai Games,0.04,0.08,0.05,0.03,0.2,1375
Wii,2010.0,Nintendo,0.87,0.31,0.13,0.1,1.41,1376
PS,1999.0,Electronic Arts,1.02,0.34,0.0,0.05,1.41,1377
N64,1999.0,Electronic Arts,0.63,0.27,0.0,0.02,0.92,1377
PS2,2003.0,Sony Computer Entertainment,0.0,0.47,0.77,0.17,1.41,1378
PS2,2001.0,Sony Computer Entertainment,1.19,0.17,0.0,0.05,1.41,1379
PS2,2004.0,Electronic Arts,0.69,0.54,0.0,0.18,1.41,1380
XB,2004.0,Electronic Arts,0.34,0.1,0.0,0.02,0.45,1380
GC,2004.0,Electronic Arts,0.1,0.02,0.0,0.0,0.12,1380
PS,1996.0,Sony Computer Entertainment,1.15,0.2,0.0,0.05,1.4,1384
GBA,2004.0,THQ,0.74,0.52,0.08,0.06,1.4,1386
PS2,2002.0,Codemasters,0.03,1.05,0.02,0.3,1.4,1389
XB,2002.0,Codemasters,0.03,0.01,0.0,0.0,0.04,1389
PS4,2016.0,Bethesda Softworks,0.49,0.66,0.02,0.22,1.39,1391
XOne,2016.0,Bethesda Softworks,0.39,0.23,0.0,0.06,0.68,1391
PC,2016.0,Bethesda Softworks,0.06,0.1,0.0,0.01,0.18,1391
DS,2007.0,Square Enix,0.34,0.42,0.54,0.1,1.39,1392
DS,2009.0,Activision,1.27,0.02,0.0,0.09,1.39,1393
Wii,2009.0,Activision,0.6,0.03,0.0,0.05,0.68,1393
PS2,2009.0,Activision,0.21,0.16,0.0,0.05,0.43,1393
X360,2009.0,Activision,0.2,0.02,0.0,0.02,0.24,1393
PS3,2009.0,Activision,0.19,0.03,0.0,0.02,0.24,1393
PS3,2011.0,Square Enix,0.5,0.6,0.07,0.23,1.39,1394
X360,2011.0,Square Enix,0.76,0.48,0.02,0.12,1.39,1394
PC,2011.0,Square Enix,0.25,0.25,0.0,0.09,0.59,1394
WiiU,2013.0,Square Enix,0.06,0.05,0.0,0.01,0.12,1394
NES,1991.0,Konami Digital Entertainment,1.05,0.17,0.15,0.02,1.39,1396
PS2,2005.0,Tecmo Koei,0.24,0.18,0.91,0.06,1.39,1397
XB,2005.0,Tecmo Koei,0.04,0.01,0.0,0.0,0.05,1397
Wii,2007.0,Disney Interactive Studios,0.87,0.38,0.0,0.13,1.39,1398
PS2,2008.0,Disney Interactive Studios,0.12,0.02,0.0,0.14,0.28,1398
PS3,2012.0,THQ,0.51,0.62,0.0,0.26,1.39,1399
X360,2012.0,THQ,0.72,0.45,0.0,0.11,1.28,1399
Wii,2012.0,THQ,0.12,0.02,0.0,0.01,0.16,1399
PSP,2005.0,Electronic Arts,0.49,0.56,0.0,0.33,1.38,1402
DS,2005.0,Electronic Arts,0.82,0.07,0.0,0.07,0.96,1402
PS2,2005.0,Electronic Arts,0.67,0.03,0.0,0.11,0.81,1402
